Pavarde             Vardas              Nd1      Nd2      Nd3      Nd4      Nd5      Nd6      Nd7      Egz      
Pavarde70249        Vardas70249         3        1        6        10       5        4        5        1        
Pavarde70250        Vardas70250         6        10       5        4        8        9        6        6        
Pavarde70251        Vardas70251         3        4        1        4        9        9        6        4        
Pavarde70252        Vardas70252         2        10       10       4        5        8        1        10       
Pavarde70253        Vardas70253         2        8        10       8        6        7        5        5        
Pavarde70254        Vardas70254         3        9        7        5        9        1        6        3        
Pavarde70255        Vardas70255         1        5        4        4        6        6        5        9        
Pavarde70256        Vardas70256         5        10       4        3        4        8        2        9        
Pavarde70257        Vardas70257         7        10       3        3        9        3        8        10       
Pavarde70258        Vardas70258         10       9        3        4        1        4        3        1        
Pavarde70259        Vardas70259         2        8        2        7        8        3        4        3        
Pavarde70260        Vardas70260         8        2        3        8        4        2        10       3        
Pavarde70261        Vardas70261         6        4        8        6        5        8        1        3        
Pavarde70262        Vardas70262         1        1        5        2        8        3        10       3        
Pavarde70263        Vardas70263         10       9        3        4        1        10       5        5        
Pavarde70264        Vardas70264         9        1        4        5        7        6        10       2        
Pavarde70265        Vardas70265         7        9        9        5        8        6        6        1        
Pavarde70266        Vardas70266         2        3        10       5        5        6        1        6        
Pavarde70267        Vardas70267         3        3        9        7        3        1        8        4        
Pavarde70268        Vardas70268         4        6        7        9        1        7        10       4        
Pavarde70269        Vardas70269         10       4        10       8        2        6        2        5        
Pavarde70270        Vardas70270         8        10       6        9        2        4        4        2        
Pavarde70271        Vardas70271         8        1        9        4        8        1        7        5        
Pavarde70272        Vardas70272         4        4        6        8        4        8        4        5        
Pavarde70273        Vardas70273         2        9        7        6        6        3        7        1        
Pavarde70274        Vardas70274         7        6        7        2        1        2        4        7        
Pavarde70275        Vardas70275         10       1        9        1        3        3        1        4        
Pavarde70276        Vardas70276         3        8        6        5        6        3        2        3        
Pavarde70277        Vardas70277         10       2        8        7        10       8        9        2        
Pavarde70278        Vardas70278         3        4        9        3        7        7        8        3        
Pavarde70279        Vardas70279         5        3        3        9        6        2        9        5        
Pavarde70280        Vardas70280         10       10       3        4        9        1        8        6        
Pavarde70281        Vardas70281         7        1        5        2        8        4        7        5        
Pavarde70282        Vardas70282         6        1        10       2        3        7        7        6        
Pavarde70283        Vardas70283         2        3        9        5        9        9        10       4        
Pavarde70284        Vardas70284         3        9        8        10       3        4        5        7        
Pavarde70285        Vardas70285         7        6        3        9        10       5        6        10       
Pavarde70286        Vardas70286         4        3        8        2        3        10       2        8        
Pavarde70287        Vardas70287         10       5        10       1        2        9        2        1        
Pavarde70288        Vardas70288         5        5        4        5        8        8        3        6        
Pavarde70289        Vardas70289         5        9        2        4        2        9        3        2        
Pavarde70290        Vardas70290         4        9        3        5        4        1        6        10       
Pavarde70291        Vardas70291         3        7        1        4        9        8        2        4        
Pavarde70292        Vardas70292         10       2        2        2        9        1        10       1        
Pavarde70293        Vardas70293         8        1        3        4        2        8        5        10       
Pavarde70294        Vardas70294         9        4        5        10       8        10       10       4        
Pavarde70295        Vardas70295         4        10       7        9        10       9        6        10       
Pavarde70296        Vardas70296         2        5        5        8        7        2        9        3        
Pavarde70297        Vardas70297         9        5        6        1        2        6        2        5        
Pavarde70298        Vardas70298         7        6        4        9        9        9        2        2        
Pavarde70299        Vardas70299         10       1        3        3        6        8        6        3        
Pavarde70300        Vardas70300         5        4        1        5        1        9        8        4        
Pavarde70301        Vardas70301         6        1        10       4        1        9        3        1        
Pavarde70302        Vardas70302         8        1        2        7        7        7        1        6        
Pavarde70303        Vardas70303         7        10       2        6        5        1        4        6        
Pavarde70304        Vardas70304         6        5        7        1        4        7        8        4        
Pavarde70305        Vardas70305         3        8        5        7        7        8        6        4        
Pavarde70306        Vardas70306         8        9        2        1        4        2        10       1        
Pavarde70307        Vardas70307         7        3        2        4        10       10       5        6        
Pavarde70308        Vardas70308         5        9        8        7        9        5        9        7        
Pavarde70309        Vardas70309         9        1        7        7        8        10       1        1        
Pavarde70310        Vardas70310         3        9        4        9        8        5        7        4        
Pavarde70311        Vardas70311         4        7        4        5        2        5        5        9        
Pavarde70312        Vardas70312         2        10       4        3        4        8        1        8        
Pavarde70313        Vardas70313         6        4        7        8        2        2        4        3        
Pavarde70314        Vardas70314         2        8        7        2        1        8        8        10       
Pavarde70315        Vardas70315         9        8        1        8        7        3        10       9        
Pavarde70316        Vardas70316         6        7        3        5        3        8        4        5        
Pavarde70317        Vardas70317         5        5        10       7        6        4        9        8        
Pavarde70318        Vardas70318         10       10       5        4        2        9        9        8        
Pavarde70319        Vardas70319         9        10       2        7        3        6        3        8        
Pavarde70320        Vardas70320         7        5        10       5        3        3        1        1        
Pavarde70321        Vardas70321         4        10       3        4        7        6        7        9        
Pavarde70322        Vardas70322         5        10       3        6        3        3        1        10       
Pavarde70323        Vardas70323         6        8        6        6        7        6        3        5        
Pavarde70324        Vardas70324         4        9        4        3        7        10       1        6        
Pavarde70325        Vardas70325         5        3        9        5        6        8        8        2        
Pavarde70326        Vardas70326         5        1        7        9        4        9        4        6        
Pavarde70327        Vardas70327         5        4        7        6        3        10       8        7        
Pavarde70328        Vardas70328         4        1        5        2        4        5        2        1        
Pavarde70329        Vardas70329         7        4        6        3        9        5        10       8        
Pavarde70330        Vardas70330         3        9        6        7        6        10       2        8        
Pavarde70331        Vardas70331         8        4        3        6        2        7        2        6        
Pavarde70332        Vardas70332         8        9        9        6        5        7        1        4        
Pavarde70333        Vardas70333         1        9        4        1        5        2        10       6        
Pavarde70334        Vardas70334         10       6        2        1        10       7        3        4        
Pavarde70335        Vardas70335         3        2        2        2        4        10       2        2        
Pavarde70336        Vardas70336         3        1        6        4        2        6        3        3        
Pavarde70337        Vardas70337         9        4        6        4        9        5        2        9        
Pavarde70338        Vardas70338         4        1        1        4        2        6        10       4        
Pavarde70339        Vardas70339         6        9        2        3        7        7        1        8        
Pavarde70340        Vardas70340         1        4        9        1        5        3        7        2        
Pavarde70341        Vardas70341         3        9        2        1        2        3        8        1        
Pavarde70342        Vardas70342         7        1        4        8        6        10       8        4        
Pavarde70343        Vardas70343         2        6        10       7        7        3        7        3        
Pavarde70344        Vardas70344         7        10       9        3        7        2        6        2        
Pavarde70345        Vardas70345         5        9        6        4        4        5        3        6        
Pavarde70346        Vardas70346         9        10       3        9        2        6        4        8        
Pavarde70347        Vardas70347         1        2        7        8        3        9        2        10       
Pavarde70348        Vardas70348         10       2        9        5        7        9        3        4        
Pavarde70349        Vardas70349         7        8        3        7        5        7        3        9        
Pavarde70350        Vardas70350         2        3        7        9        4        8        9        9        
Pavarde70351        Vardas70351         7        9        2        7        2        5        7        10       
Pavarde70352        Vardas70352         3        5        5        3        3        10       7        4        
Pavarde70353        Vardas70353         9        7        3        8        5        2        6        1        
Pavarde70354        Vardas70354         9        1        10       4        5        9        7        1        
Pavarde70355        Vardas70355         4        3        7        8        7        7        9        4        
Pavarde70356        Vardas70356         8        8        5        4        5        8        1        9        
Pavarde70357        Vardas70357         7        4        3        5        6        3        9        4        
Pavarde70358        Vardas70358         3        2        7        2        8        10       2        3        
Pavarde70359        Vardas70359         1        9        5        7        2        4        7        10       
Pavarde70360        Vardas70360         3        3        5        1        2        4        2        3        
Pavarde70361        Vardas70361         6        9        6        10       2        7        2        8        
Pavarde70362        Vardas70362         3        8        9        3        8        10       1        4        
Pavarde70363        Vardas70363         3        5        9        9        7        7        7        1        
Pavarde70364        Vardas70364         9        1        3        1        7        5        2        3        
Pavarde70365        Vardas70365         9        1        7        7        3        10       2        10       
Pavarde70366        Vardas70366         7        8        2        7        7        9        5        9        
Pavarde70367        Vardas70367         5        4        6        4        9        8        4        5        
Pavarde70368        Vardas70368         10       3        3        6        10       7        10       7        
Pavarde70369        Vardas70369         9        8        7        1        10       8        9        1        
Pavarde70370        Vardas70370         8        2        3        3        4        3        9        3        
Pavarde70371        Vardas70371         4        3        7        5        8        5        8        1        
Pavarde70372        Vardas70372         7        2        7        2        5        1        6        3        
Pavarde70373        Vardas70373         6        6        4        9        3        10       9        4        
Pavarde70374        Vardas70374         3        5        4        8        3        4        2        6        
Pavarde70375        Vardas70375         3        9        4        9        6        9        10       5        
Pavarde70376        Vardas70376         6        6        1        1        4        2        8        10       
Pavarde70377        Vardas70377         10       7        10       8        2        3        1        1        
Pavarde70378        Vardas70378         7        9        2        5        1        1        2        3        
Pavarde70379        Vardas70379         7        8        4        8        6        1        4        5        
Pavarde70380        Vardas70380         9        2        7        9        3        5        1        8        
Pavarde70381        Vardas70381         3        1        5        5        7        7        1        9        
Pavarde70382        Vardas70382         7        1        3        5        5        4        10       6        
Pavarde70383        Vardas70383         8        9        4        2        3        7        7        1        
Pavarde70384        Vardas70384         3        6        2        1        5        10       9        2        
Pavarde70385        Vardas70385         1        4        8        1        2        8        8        1        
Pavarde70386        Vardas70386         5        8        4        7        9        6        7        5        
Pavarde70387        Vardas70387         10       8        3        10       5        4        3        5        
Pavarde70388        Vardas70388         10       9        4        6        3        10       5        7        
Pavarde70389        Vardas70389         8        6        9        4        1        6        1        3        
Pavarde70390        Vardas70390         3        7        7        8        9        4        9        8        
Pavarde70391        Vardas70391         9        4        2        8        10       6        2        10       
Pavarde70392        Vardas70392         10       9        9        6        1        6        7        10       
Pavarde70393        Vardas70393         2        5        4        9        10       7        10       1        
Pavarde70394        Vardas70394         4        9        8        5        7        2        10       8        
Pavarde70395        Vardas70395         2        8        9        3        3        4        4        10       
Pavarde70396        Vardas70396         5        7        3        4        2        4        2        6        
Pavarde70397        Vardas70397         3        1        1        5        7        9        1        9        
Pavarde70398        Vardas70398         1        8        7        2        4        6        1        6        
Pavarde70399        Vardas70399         5        8        9        4        2        1        9        5        
Pavarde70400        Vardas70400         1        8        3        1        3        2        5        8        
Pavarde70401        Vardas70401         6        4        6        9        9        2        1        3        
Pavarde70402        Vardas70402         8        6        3        2        6        4        10       8        
Pavarde70403        Vardas70403         2        3        6        4        2        10       2        7        
Pavarde70404        Vardas70404         4        10       9        10       7        7        1        9        
Pavarde70405        Vardas70405         9        7        2        2        7        7        9        8        
Pavarde70406        Vardas70406         1        8        7        2        10       1        5        10       
Pavarde70407        Vardas70407         5        4        5        8        8        1        6        1        
Pavarde70408        Vardas70408         1        10       2        8        7        9        3        5        
Pavarde70409        Vardas70409         6        4        8        2        10       10       3        5        
Pavarde70410        Vardas70410         3        5        6        9        5        4        9        6        
Pavarde70411        Vardas70411         8        7        5        9        9        9        3        9        
Pavarde70412        Vardas70412         2        4        6        3        4        4        2        2        
Pavarde70413        Vardas70413         5        4        9        2        4        7        4        7        
Pavarde70414        Vardas70414         3        7        6        10       8        8        7        10       
Pavarde70415        Vardas70415         1        4        2        8        3        3        1        2        
Pavarde70416        Vardas70416         3        5        3        2        9        10       6        6        
Pavarde70417        Vardas70417         1        8        4        1        4        1        8        1        
Pavarde70418        Vardas70418         6        3        1        1        2        9        5        4        
Pavarde70419        Vardas70419         2        10       6        8        5        3        10       9        
Pavarde70420        Vardas70420         1        9        4        3        4        5        3        4        
Pavarde70421        Vardas70421         5        8        3        6        1        7        10       6        
Pavarde70422        Vardas70422         1        3        2        4        10       3        5        4        
Pavarde70423        Vardas70423         5        7        9        7        6        4        5        7        
Pavarde70424        Vardas70424         2        8        3        4        9        3        7        9        
Pavarde70425        Vardas70425         2        7        10       4        4        5        4        1        
Pavarde70426        Vardas70426         10       6        10       3        9        4        5        2        
Pavarde70427        Vardas70427         9        4        10       7        4        7        4        10       
Pavarde70428        Vardas70428         8        7        4        6        3        6        10       7        
Pavarde70429        Vardas70429         6        8        1        8        6        2        9        4        
Pavarde70430        Vardas70430         10       6        9        10       5        1        8        7        
Pavarde70431        Vardas70431         1        6        8        2        1        7        8        7        
Pavarde70432        Vardas70432         5        3        10       2        3        10       9        3        
Pavarde70433        Vardas70433         8        8        2        1        9        1        4        6        
Pavarde70434        Vardas70434         2        8        1        10       5        5        6        5        
Pavarde70435        Vardas70435         4        6        7        3        4        3        1        6        
Pavarde70436        Vardas70436         3        7        1        1        10       10       4        10       
Pavarde70437        Vardas70437         1        6        9        6        2        4        1        10       
Pavarde70438        Vardas70438         9        3        3        9        4        1        4        2        
Pavarde70439        Vardas70439         6        9        1        5        5        10       8        1        
Pavarde70440        Vardas70440         8        6        9        9        3        10       10       10       
Pavarde70441        Vardas70441         1        6        3        9        4        4        6        2        
Pavarde70442        Vardas70442         6        8        4        2        4        5        5        9        
Pavarde70443        Vardas70443         2        3        3        1        8        8        6        8        
Pavarde70444        Vardas70444         9        10       10       4        8        2        2        4        
Pavarde70445        Vardas70445         3        10       4        10       10       6        1        2        
Pavarde70446        Vardas70446         10       10       1        4        8        10       2        4        
Pavarde70447        Vardas70447         3        5        2        4        1        9        9        5        
Pavarde70448        Vardas70448         7        9        6        2        4        10       10       10       
Pavarde70449        Vardas70449         3        1        3        1        1        5        8        6        
Pavarde70450        Vardas70450         9        8        1        5        9        2        5        9        
Pavarde70451        Vardas70451         5        7        1        7        8        9        10       5        
Pavarde70452        Vardas70452         1        2        3        6        2        7        7        6        
Pavarde70453        Vardas70453         9        8        1        9        10       1        3        6        
Pavarde70454        Vardas70454         4        10       1        9        3        2        5        5        
Pavarde70455        Vardas70455         3        6        1        3        8        5        1        2        
Pavarde70456        Vardas70456         9        4        3        8        4        10       2        4        
Pavarde70457        Vardas70457         7        2        8        7        9        6        2        4        
Pavarde70458        Vardas70458         1        7        6        7        5        1        6        6        
Pavarde70459        Vardas70459         9        4        10       7        8        8        8        8        
Pavarde70460        Vardas70460         5        6        7        5        3        7        2        2        
Pavarde70461        Vardas70461         6        7        8        2        2        7        8        3        
Pavarde70462        Vardas70462         9        9        9        6        9        5        10       7        
Pavarde70463        Vardas70463         4        4        4        4        3        5        5        1        
Pavarde70464        Vardas70464         2        5        9        10       9        5        5        6        
Pavarde70465        Vardas70465         3        1        9        6        4        8        9        1        
Pavarde70466        Vardas70466         1        2        2        3        1        4        8        1        
Pavarde70467        Vardas70467         2        9        6        6        9        1        7        7        
Pavarde70468        Vardas70468         6        2        8        9        6        10       3        3        
Pavarde70469        Vardas70469         4        6        5        9        2        3        7        2        
Pavarde70470        Vardas70470         9        2        10       4        7        10       3        9        
Pavarde70471        Vardas70471         7        9        8        6        7        9        5        6        
Pavarde70472        Vardas70472         9        10       7        7        8        1        5        7        
Pavarde70473        Vardas70473         4        7        6        2        8        5        7        1        
Pavarde70474        Vardas70474         5        7        4        3        9        7        7        1        
Pavarde70475        Vardas70475         6        4        3        5        5        7        5        10       
Pavarde70476        Vardas70476         8        1        9        1        6        8        6        10       
Pavarde70477        Vardas70477         8        9        7        10       8        4        10       8        
Pavarde70478        Vardas70478         4        10       5        8        10       7        6        6        
Pavarde70479        Vardas70479         3        9        10       5        1        1        4        10       
Pavarde70480        Vardas70480         4        1        5        8        3        6        8        5        
Pavarde70481        Vardas70481         7        2        7        2        9        4        7        9        
Pavarde70482        Vardas70482         6        2        2        9        10       9        10       4        
Pavarde70483        Vardas70483         4        10       9        6        10       6        9        10       
Pavarde70484        Vardas70484         6        3        6        2        3        4        4        5        
Pavarde70485        Vardas70485         2        5        6        6        1        5        2        5        
Pavarde70486        Vardas70486         9        1        9        4        10       3        10       9        
Pavarde70487        Vardas70487         10       6        7        4        4        3        3        1        
Pavarde70488        Vardas70488         3        3        1        1        6        7        4        3        
Pavarde70489        Vardas70489         3        7        3        8        8        1        1        10       
Pavarde70490        Vardas70490         3        1        8        2        9        2        3        2        
Pavarde70491        Vardas70491         7        1        5        7        7        5        9        4        
Pavarde70492        Vardas70492         6        9        5        8        5        5        4        8        
Pavarde70493        Vardas70493         4        6        9        8        4        4        6        4        
Pavarde70494        Vardas70494         5        10       6        1        9        2        6        10       
Pavarde70495        Vardas70495         9        9        3        8        6        7        6        3        
Pavarde70496        Vardas70496         6        9        5        1        2        10       10       7        
Pavarde70497        Vardas70497         7        2        3        7        9        7        3        2        
Pavarde70498        Vardas70498         1        3        5        10       3        6        10       7        
Pavarde70499        Vardas70499         5        1        7        6        1        1        4        7        
Pavarde70500        Vardas70500         2        7        2        7        4        2        2        3        
Pavarde70501        Vardas70501         10       1        8        6        10       3        7        7        
Pavarde70502        Vardas70502         7        3        10       4        10       6        5        10       
Pavarde70503        Vardas70503         10       6        2        10       7        3        9        5        
Pavarde70504        Vardas70504         8        8        7        4        8        2        7        5        
Pavarde70505        Vardas70505         2        7        5        3        3        7        2        3        
Pavarde70506        Vardas70506         2        10       2        5        9        10       3        2        
Pavarde70507        Vardas70507         4        3        5        9        9        4        7        9        
Pavarde70508        Vardas70508         3        2        2        8        9        3        2        3        
Pavarde70509        Vardas70509         8        2        8        10       8        5        6        8        
Pavarde70510        Vardas70510         5        8        9        6        9        10       9        7        
Pavarde70511        Vardas70511         10       5        1        9        4        10       7        7        
Pavarde70512        Vardas70512         3        10       9        3        9        8        8        5        
Pavarde70513        Vardas70513         1        3        9        1        1        6        5        6        
Pavarde70514        Vardas70514         2        5        10       5        3        2        9        1        
Pavarde70515        Vardas70515         9        9        7        1        7        8        10       8        
Pavarde70516        Vardas70516         5        8        2        10       8        4        9        1        
Pavarde70517        Vardas70517         6        3        7        6        10       4        3        6        
Pavarde70518        Vardas70518         5        1        2        9        3        6        2        8        
Pavarde70519        Vardas70519         4        2        2        9        8        5        6        4        
Pavarde70520        Vardas70520         2        9        8        6        5        4        10       7        
Pavarde70521        Vardas70521         4        10       3        5        7        9        4        10       
Pavarde70522        Vardas70522         7        7        3        1        4        1        10       3        
Pavarde70523        Vardas70523         9        7        6        10       9        4        10       7        
Pavarde70524        Vardas70524         7        10       10       6        9        8        1        10       
Pavarde70525        Vardas70525         10       8        5        1        10       3        2        9        
Pavarde70526        Vardas70526         8        1        3        9        5        5        10       1        
Pavarde70527        Vardas70527         7        1        3        9        1        3        8        6        
Pavarde70528        Vardas70528         5        7        4        9        8        1        3        6        
Pavarde70529        Vardas70529         7        9        2        2        2        5        8        5        
Pavarde70530        Vardas70530         3        2        4        1        7        2        7        4        
Pavarde70531        Vardas70531         3        4        2        5        9        4        10       5        
Pavarde70532        Vardas70532         2        9        5        1        8        7        4        7        
Pavarde70533        Vardas70533         5        4        3        2        7        1        7        9        
Pavarde70534        Vardas70534         4        10       2        3        4        4        4        8        
Pavarde70535        Vardas70535         7        1        2        3        10       8        10       10       
Pavarde70536        Vardas70536         2        1        8        1        5        8        10       10       
Pavarde70537        Vardas70537         7        3        2        4        5        7        8        8        
Pavarde70538        Vardas70538         6        4        9        2        9        10       8        8        
Pavarde70539        Vardas70539         9        2        9        10       9        4        7        1        
Pavarde70540        Vardas70540         4        2        7        2        3        3        1        9        
Pavarde70541        Vardas70541         2        10       10       8        6        3        10       3        
Pavarde70542        Vardas70542         2        5        6        2        3        7        8        5        
Pavarde70543        Vardas70543         10       4        10       1        1        5        3        5        
Pavarde70544        Vardas70544         5        4        2        10       9        6        2        6        
Pavarde70545        Vardas70545         2        7        10       7        6        7        3        7        
Pavarde70546        Vardas70546         9        8        6        1        4        3        1        6        
Pavarde70547        Vardas70547         3        3        7        10       10       8        4        7        
Pavarde70548        Vardas70548         10       6        4        10       5        4        8        10       
Pavarde70549        Vardas70549         6        2        2        6        6        4        10       1        
Pavarde70550        Vardas70550         7        4        8        8        6        2        1        4        
Pavarde70551        Vardas70551         4        1        8        7        9        8        1        9        
Pavarde70552        Vardas70552         2        7        2        5        3        7        1        7        
Pavarde70553        Vardas70553         4        6        6        3        10       8        2        9        
Pavarde70554        Vardas70554         7        9        5        5        4        7        8        6        
Pavarde70555        Vardas70555         8        2        2        5        1        8        4        3        
Pavarde70556        Vardas70556         6        7        5        2        4        7        2        10       
Pavarde70557        Vardas70557         5        4        1        3        1        9        3        7        
Pavarde70558        Vardas70558         5        7        7        5        1        9        6        9        
Pavarde70559        Vardas70559         9        2        7        5        2        10       7        6        
Pavarde70560        Vardas70560         6        5        1        9        2        8        3        8        
Pavarde70561        Vardas70561         5        6        2        2        2        6        10       8        
Pavarde70562        Vardas70562         2        3        6        2        3        3        7        7        
Pavarde70563        Vardas70563         9        10       3        8        3        6        1        8        
Pavarde70564        Vardas70564         1        3        2        9        2        8        6        4        
Pavarde70565        Vardas70565         4        2        10       6        10       6        3        3        
Pavarde70566        Vardas70566         10       9        6        9        8        9        5        2        
Pavarde70567        Vardas70567         5        1        7        9        8        5        10       2        
Pavarde70568        Vardas70568         10       8        6        8        9        8        10       1        
Pavarde70569        Vardas70569         2        2        3        8        4        5        2        7        
Pavarde70570        Vardas70570         9        1        8        5        7        1        3        5        
Pavarde70571        Vardas70571         9        10       8        5        5        4        7        4        
Pavarde70572        Vardas70572         5        5        3        8        8        9        2        6        
Pavarde70573        Vardas70573         8        4        1        4        6        7        5        6        
Pavarde70574        Vardas70574         3        2        2        2        9        3        3        8        
Pavarde70575        Vardas70575         4        6        9        3        6        7        1        6        
Pavarde70576        Vardas70576         8        8        1        3        5        1        1        10       
Pavarde70577        Vardas70577         3        6        3        10       6        7        9        8        
Pavarde70578        Vardas70578         9        1        8        10       1        5        9        2        
Pavarde70579        Vardas70579         9        6        2        7        6        3        10       3        
Pavarde70580        Vardas70580         1        5        5        2        4        10       6        6        
Pavarde70581        Vardas70581         7        4        2        8        10       4        4        5        
Pavarde70582        Vardas70582         2        5        7        1        4        6        2        7        
Pavarde70583        Vardas70583         5        4        9        8        9        2        1        7        
Pavarde70584        Vardas70584         8        7        7        8        8        1        2        7        
Pavarde70585        Vardas70585         3        5        2        6        9        6        5        8        
Pavarde70586        Vardas70586         10       5        9        9        7        8        9        2        
Pavarde70587        Vardas70587         1        4        5        5        6        7        10       7        
Pavarde70588        Vardas70588         1        5        8        6        3        3        1        9        
Pavarde70589        Vardas70589         5        5        6        2        9        7        7        4        
Pavarde70590        Vardas70590         5        2        8        7        8        8        4        2        
Pavarde70591        Vardas70591         3        10       2        1        10       4        3        6        
Pavarde70592        Vardas70592         7        2        9        7        2        4        10       4        
Pavarde70593        Vardas70593         6        10       2        1        5        3        1        2        
Pavarde70594        Vardas70594         7        1        6        2        5        6        9        1        
Pavarde70595        Vardas70595         9        9        10       4        1        2        3        3        
Pavarde70596        Vardas70596         8        4        3        4        9        9        5        9        
Pavarde70597        Vardas70597         7        1        7        9        4        1        6        10       
Pavarde70598        Vardas70598         6        7        10       2        7        4        6        10       
Pavarde70599        Vardas70599         6        6        5        4        3        9        7        7        
Pavarde70600        Vardas70600         4        2        1        5        5        9        8        5        
Pavarde70601        Vardas70601         3        4        6        5        5        4        6        10       
Pavarde70602        Vardas70602         3        5        6        6        10       6        10       8        
Pavarde70603        Vardas70603         10       3        1        5        10       7        3        1        
Pavarde70604        Vardas70604         1        6        10       7        6        10       7        6        
Pavarde70605        Vardas70605         5        9        5        3        4        10       8        7        
Pavarde70606        Vardas70606         5        6        7        1        5        8        1        2        
Pavarde70607        Vardas70607         10       2        10       5        8        8        2        4        
Pavarde70608        Vardas70608         7        6        6        9        5        7        3        1        
Pavarde70609        Vardas70609         6        10       4        4        2        6        3        6        
Pavarde70610        Vardas70610         1        3        9        4        8        5        6        4        
Pavarde70611        Vardas70611         7        6        7        1        2        4        10       4        
Pavarde70612        Vardas70612         5        1        10       4        6        8        7        6        
Pavarde70613        Vardas70613         9        9        6        8        3        9        10       5        
Pavarde70614        Vardas70614         8        4        9        2        10       2        6        10       
Pavarde70615        Vardas70615         3        6        6        9        3        7        4        2        
Pavarde70616        Vardas70616         7        3        7        5        3        3        4        5        
Pavarde70617        Vardas70617         9        10       4        2        7        4        9        10       
Pavarde70618        Vardas70618         8        6        7        9        4        7        4        6        
Pavarde70619        Vardas70619         6        9        9        3        5        2        3        6        
Pavarde70620        Vardas70620         8        8        2        2        2        3        4        3        
Pavarde70621        Vardas70621         10       6        6        7        1        6        4        4        
Pavarde70622        Vardas70622         2        5        6        10       6        3        6        9        
Pavarde70623        Vardas70623         5        2        7        4        6        9        4        3        
Pavarde70624        Vardas70624         10       1        3        9        5        7        10       4        
Pavarde70625        Vardas70625         4        6        2        9        5        5        6        9        
Pavarde70626        Vardas70626         4        4        7        2        2        5        4        1        
Pavarde70627        Vardas70627         10       5        3        7        6        10       3        10       
Pavarde70628        Vardas70628         6        10       5        8        9        4        5        7        
Pavarde70629        Vardas70629         6        2        4        5        3        5        3        1        
Pavarde70630        Vardas70630         8        6        10       9        2        6        1        4        
Pavarde70631        Vardas70631         2        10       5        2        5        6        6        6        
Pavarde70632        Vardas70632         2        8        9        10       6        1        4        8        
Pavarde70633        Vardas70633         1        2        5        7        1        4        1        6        
Pavarde70634        Vardas70634         4        9        2        7        5        7        3        7        
Pavarde70635        Vardas70635         4        7        8        10       8        9        2        7        
Pavarde70636        Vardas70636         10       2        2        2        10       7        2        5        
Pavarde70637        Vardas70637         5        2        3        2        10       7        2        1        
Pavarde70638        Vardas70638         3        8        8        6        1        10       10       10       
Pavarde70639        Vardas70639         3        3        6        9        1        5        10       6        
Pavarde70640        Vardas70640         2        1        6        8        6        10       9        3        
Pavarde70641        Vardas70641         10       9        10       6        3        1        1        10       
Pavarde70642        Vardas70642         3        3        6        4        4        7        10       2        
Pavarde70643        Vardas70643         7        3        8        3        3        7        9        9        
Pavarde70644        Vardas70644         6        3        3        4        7        6        9        4        
Pavarde70645        Vardas70645         1        9        2        7        7        7        6        6        
Pavarde70646        Vardas70646         9        1        3        5        7        2        3        2        
Pavarde70647        Vardas70647         1        1        7        2        8        9        5        6        
