Pavarde             Vardas              Nd1      Nd2      Nd3      Nd4      Nd5      Nd6      Nd7      Egz      
Pavarde8630         Vardas8630          10       5        1        7        5        9        4        1        
Pavarde8631         Vardas8631          8        9        7        3        9        1        4        3        
Pavarde8632         Vardas8632          3        9        5        3        9        10       7        8        
Pavarde8633         Vardas8633          3        10       10       6        4        10       6        8        
Pavarde8634         Vardas8634          8        9        3        5        2        2        5        6        
Pavarde8635         Vardas8635          3        6        7        9        10       9        5        5        
Pavarde8636         Vardas8636          8        10       8        4        8        9        9        3        
Pavarde8637         Vardas8637          3        2        7        10       6        8        9        2        
Pavarde8638         Vardas8638          8        5        1        8        3        2        5        7        
Pavarde8639         Vardas8639          1        9        4        3        2        1        2        9        
Pavarde8640         Vardas8640          7        8        2        2        6        10       7        9        
Pavarde8641         Vardas8641          2        2        1        7        10       10       2        10       
Pavarde8642         Vardas8642          9        2        5        5        9        5        9        10       
Pavarde8643         Vardas8643          3        10       6        10       10       1        10       1        
Pavarde8644         Vardas8644          9        5        4        9        4        7        3        9        
Pavarde8645         Vardas8645          3        10       10       2        7        4        4        9        
Pavarde8646         Vardas8646          7        7        9        9        10       3        4        10       
Pavarde8647         Vardas8647          2        5        1        9        1        7        6        9        
Pavarde8648         Vardas8648          10       6        1        5        3        8        5        3        
Pavarde8649         Vardas8649          8        2        3        8        2        9        6        5        
Pavarde8650         Vardas8650          3        7        2        5        1        4        6        5        
Pavarde8651         Vardas8651          7        5        6        3        10       2        7        3        
Pavarde8652         Vardas8652          4        7        3        7        5        5        1        6        
Pavarde8653         Vardas8653          9        7        4        7        7        9        4        2        
Pavarde8654         Vardas8654          5        7        4        3        2        6        10       5        
Pavarde8655         Vardas8655          6        3        2        6        8        2        5        1        
Pavarde8656         Vardas8656          4        4        2        5        1        3        5        5        
Pavarde8657         Vardas8657          4        9        3        1        4        1        10       1        
Pavarde8658         Vardas8658          5        1        3        9        6        9        3        7        
Pavarde8659         Vardas8659          6        8        6        6        5        10       7        2        
Pavarde8660         Vardas8660          2        7        10       8        1        2        5        1        
Pavarde8661         Vardas8661          2        8        3        6        1        7        10       9        
Pavarde8662         Vardas8662          4        5        6        3        8        2        8        3        
Pavarde8663         Vardas8663          8        7        6        10       6        5        9        8        
Pavarde8664         Vardas8664          7        2        2        3        8        2        2        6        
Pavarde8665         Vardas8665          1        9        9        2        7        9        6        9        
Pavarde8666         Vardas8666          7        6        1        2        2        6        3        8        
Pavarde8667         Vardas8667          6        2        3        2        2        6        4        9        
Pavarde8668         Vardas8668          6        5        10       9        10       10       1        3        
Pavarde8669         Vardas8669          4        9        5        8        2        10       2        8        
Pavarde8670         Vardas8670          6        5        1        2        8        1        8        8        
Pavarde8671         Vardas8671          4        7        10       6        7        4        4        10       
Pavarde8672         Vardas8672          1        10       1        6        7        6        2        8        
Pavarde8673         Vardas8673          8        4        4        8        5        4        5        10       
Pavarde8674         Vardas8674          6        4        3        9        10       7        7        7        
Pavarde8675         Vardas8675          1        6        2        2        9        10       4        10       
Pavarde8676         Vardas8676          8        4        2        2        5        7        2        9        
Pavarde8677         Vardas8677          6        10       4        10       3        6        9        6        
Pavarde8678         Vardas8678          3        9        6        3        6        8        9        9        
Pavarde8679         Vardas8679          4        10       1        9        5        5        3        8        
Pavarde8680         Vardas8680          4        8        1        10       1        4        2        9        
Pavarde8681         Vardas8681          2        6        7        3        2        3        1        9        
Pavarde8682         Vardas8682          4        4        5        9        7        7        3        6        
Pavarde8683         Vardas8683          3        6        8        8        6        10       10       5        
Pavarde8684         Vardas8684          2        10       4        10       9        10       7        9        
Pavarde8685         Vardas8685          9        2        1        6        9        3        8        1        
Pavarde8686         Vardas8686          9        1        10       8        6        8        9        2        
Pavarde8687         Vardas8687          2        1        6        3        1        1        4        9        
Pavarde8688         Vardas8688          10       10       4        4        9        4        1        9        
Pavarde8689         Vardas8689          5        10       5        1        7        9        3        6        
Pavarde8690         Vardas8690          4        4        6        7        7        9        6        5        
Pavarde8691         Vardas8691          4        3        8        6        4        1        5        7        
Pavarde8692         Vardas8692          1        8        4        1        2        3        7        1        
Pavarde8693         Vardas8693          2        4        10       6        6        2        2        8        
Pavarde8694         Vardas8694          3        9        5        10       6        9        3        3        
Pavarde8695         Vardas8695          10       4        9        3        2        9        2        4        
Pavarde8696         Vardas8696          5        10       9        8        1        5        9        4        
Pavarde8697         Vardas8697          8        4        1        8        3        4        4        7        
Pavarde8698         Vardas8698          3        4        10       3        3        4        7        6        
Pavarde8699         Vardas8699          10       4        1        9        2        6        7        6        
Pavarde8700         Vardas8700          7        1        2        3        4        8        1        2        
Pavarde8701         Vardas8701          8        4        8        9        10       1        10       3        
Pavarde8702         Vardas8702          10       9        5        2        9        1        8        4        
Pavarde8703         Vardas8703          3        10       10       10       1        6        6        4        
Pavarde8704         Vardas8704          1        6        10       3        10       7        5        7        
Pavarde8705         Vardas8705          5        10       3        9        6        7        6        10       
Pavarde8706         Vardas8706          8        3        8        5        10       3        7        1        
Pavarde8707         Vardas8707          3        3        7        3        1        4        10       4        
Pavarde8708         Vardas8708          10       8        5        6        1        3        10       6        
Pavarde8709         Vardas8709          7        9        2        5        7        6        2        7        
Pavarde8710         Vardas8710          3        3        9        1        4        2        8        5        
Pavarde8711         Vardas8711          3        4        10       4        4        4        8        1        
Pavarde8712         Vardas8712          5        4        7        6        8        3        4        8        
Pavarde8713         Vardas8713          7        6        6        1        9        4        6        7        
Pavarde8714         Vardas8714          8        6        1        3        4        6        9        8        
Pavarde8715         Vardas8715          10       4        5        8        7        7        10       9        
Pavarde8716         Vardas8716          4        7        6        9        2        5        3        1        
Pavarde8717         Vardas8717          7        3        7        4        9        1        3        2        
Pavarde8718         Vardas8718          10       4        8        9        2        1        2        2        
Pavarde8719         Vardas8719          3        7        8        6        9        7        8        2        
Pavarde8720         Vardas8720          7        5        9        9        1        8        3        10       
Pavarde8721         Vardas8721          1        4        7        2        3        3        3        2        
Pavarde8722         Vardas8722          6        2        4        10       7        9        4        7        
Pavarde8723         Vardas8723          5        4        6        8        9        5        3        1        
Pavarde8724         Vardas8724          2        7        4        2        4        3        4        5        
Pavarde8725         Vardas8725          5        3        1        1        6        1        10       3        
Pavarde8726         Vardas8726          6        8        7        8        6        2        3        10       
Pavarde8727         Vardas8727          7        4        6        1        5        10       3        7        
Pavarde8728         Vardas8728          3        1        3        10       10       4        9        8        
Pavarde8729         Vardas8729          4        10       3        9        10       2        5        8        
Pavarde8730         Vardas8730          5        8        8        2        7        3        1        3        
Pavarde8731         Vardas8731          4        7        8        3        1        6        7        2        
Pavarde8732         Vardas8732          8        4        9        1        1        10       2        4        
Pavarde8733         Vardas8733          1        9        4        10       8        7        1        3        
Pavarde8734         Vardas8734          1        6        9        1        9        4        8        9        
Pavarde8735         Vardas8735          2        10       5        4        1        9        2        2        
Pavarde8736         Vardas8736          2        3        3        7        4        9        8        2        
Pavarde8737         Vardas8737          1        9        6        7        8        6        3        4        
Pavarde8738         Vardas8738          9        7        5        8        9        5        8        10       
Pavarde8739         Vardas8739          5        2        9        8        5        5        7        1        
Pavarde8740         Vardas8740          9        1        9        8        4        4        9        4        
Pavarde8741         Vardas8741          5        6        7        5        7        7        3        7        
Pavarde8742         Vardas8742          7        8        2        4        5        5        8        9        
Pavarde8743         Vardas8743          10       7        4        3        6        2        2        5        
Pavarde8744         Vardas8744          8        7        2        5        1        6        6        1        
Pavarde8745         Vardas8745          10       8        6        8        1        3        3        4        
Pavarde8746         Vardas8746          5        9        9        8        4        8        6        4        
Pavarde8747         Vardas8747          8        10       6        1        7        4        3        7        
Pavarde8748         Vardas8748          3        6        9        3        3        5        6        4        
Pavarde8749         Vardas8749          1        6        1        6        9        9        9        6        
Pavarde8750         Vardas8750          4        2        9        6        3        3        1        1        
Pavarde8751         Vardas8751          4        5        5        8        5        5        5        6        
Pavarde8752         Vardas8752          5        9        7        6        3        6        3        7        
Pavarde8753         Vardas8753          6        5        2        9        10       9        3        4        
Pavarde8754         Vardas8754          4        5        10       8        10       10       4        8        
Pavarde8755         Vardas8755          8        2        10       1        9        7        8        4        
Pavarde8756         Vardas8756          10       2        2        10       3        1        2        1        
Pavarde8757         Vardas8757          6        3        7        7        8        8        6        5        
Pavarde8758         Vardas8758          3        8        10       2        3        1        4        4        
Pavarde8759         Vardas8759          2        1        8        5        9        10       2        5        
Pavarde8760         Vardas8760          4        1        2        1        4        9        7        8        
Pavarde8761         Vardas8761          8        1        9        6        5        3        8        10       
Pavarde8762         Vardas8762          2        1        1        1        3        2        10       10       
Pavarde8763         Vardas8763          7        8        2        10       6        9        6        8        
Pavarde8764         Vardas8764          8        8        5        10       4        10       4        2        
Pavarde8765         Vardas8765          9        5        9        6        10       6        7        8        
Pavarde8766         Vardas8766          5        6        6        8        6        4        2        2        
Pavarde8767         Vardas8767          10       1        6        8        5        9        3        4        
Pavarde8768         Vardas8768          6        9        8        5        8        1        2        4        
Pavarde8769         Vardas8769          10       6        8        9        8        3        5        10       
Pavarde8770         Vardas8770          8        2        5        2        1        10       8        2        
Pavarde8771         Vardas8771          8        3        6        8        1        7        3        2        
Pavarde8772         Vardas8772          7        1        2        1        8        3        4        2        
Pavarde8773         Vardas8773          6        1        1        7        4        4        2        6        
Pavarde8774         Vardas8774          6        7        1        3        4        4        10       6        
Pavarde8775         Vardas8775          5        8        1        2        2        6        5        5        
Pavarde8776         Vardas8776          3        3        9        7        9        1        7        6        
Pavarde8777         Vardas8777          2        3        2        2        6        1        9        5        
Pavarde8778         Vardas8778          10       2        1        9        9        1        7        2        
Pavarde8779         Vardas8779          2        6        4        2        3        7        3        8        
Pavarde8780         Vardas8780          1        2        9        5        1        1        4        8        
Pavarde8781         Vardas8781          9        5        4        10       7        10       6        10       
Pavarde8782         Vardas8782          9        9        4        7        4        3        4        3        
Pavarde8783         Vardas8783          1        9        6        9        2        8        5        3        
Pavarde8784         Vardas8784          3        3        8        3        4        5        4        5        
Pavarde8785         Vardas8785          10       4        6        6        6        10       7        9        
Pavarde8786         Vardas8786          7        5        4        3        4        1        1        9        
Pavarde8787         Vardas8787          4        5        10       2        1        2        2        1        
Pavarde8788         Vardas8788          6        9        9        10       1        1        3        4        
Pavarde8789         Vardas8789          6        4        6        6        2        10       3        4        
Pavarde8790         Vardas8790          7        1        1        9        9        4        8        8        
Pavarde8791         Vardas8791          9        8        10       1        9        4        7        8        
Pavarde8792         Vardas8792          7        9        6        1        8        10       4        8        
Pavarde8793         Vardas8793          6        7        10       4        8        8        8        1        
Pavarde8794         Vardas8794          4        9        7        7        8        7        10       1        
Pavarde8795         Vardas8795          1        4        4        10       4        3        3        10       
Pavarde8796         Vardas8796          4        3        4        10       4        10       2        2        
Pavarde8797         Vardas8797          8        4        9        10       5        3        4        3        
Pavarde8798         Vardas8798          6        9        3        10       8        6        8        10       
Pavarde8799         Vardas8799          4        7        9        9        3        8        8        3        
Pavarde8800         Vardas8800          3        4        1        4        7        9        9        3        
Pavarde8801         Vardas8801          9        7        4        9        8        8        8        5        
Pavarde8802         Vardas8802          3        9        9        5        5        1        1        4        
Pavarde8803         Vardas8803          9        4        5        1        4        5        4        2        
Pavarde8804         Vardas8804          6        1        4        2        2        2        9        5        
Pavarde8805         Vardas8805          9        3        3        3        6        2        5        2        
Pavarde8806         Vardas8806          6        10       5        8        10       2        1        3        
Pavarde8807         Vardas8807          1        4        3        3        10       9        2        5        
Pavarde8808         Vardas8808          5        3        8        8        4        4        8        6        
Pavarde8809         Vardas8809          2        3        10       10       7        4        10       7        
Pavarde8810         Vardas8810          6        9        10       4        3        4        7        9        
Pavarde8811         Vardas8811          10       3        3        3        8        2        9        3        
Pavarde8812         Vardas8812          9        3        7        4        4        6        2        3        
Pavarde8813         Vardas8813          5        3        1        8        9        5        2        1        
Pavarde8814         Vardas8814          2        4        9        9        7        5        1        8        
Pavarde8815         Vardas8815          9        10       3        2        2        7        4        2        
Pavarde8816         Vardas8816          8        7        4        5        4        5        3        7        
Pavarde8817         Vardas8817          10       8        9        1        2        10       5        7        
Pavarde8818         Vardas8818          1        4        6        2        6        3        5        8        
Pavarde8819         Vardas8819          6        6        9        8        2        3        10       4        
Pavarde8820         Vardas8820          6        9        5        4        1        8        5        9        
Pavarde8821         Vardas8821          4        2        10       3        3        2        3        2        
Pavarde8822         Vardas8822          7        5        5        6        9        1        7        9        
Pavarde8823         Vardas8823          4        3        10       1        2        6        7        1        
Pavarde8824         Vardas8824          5        2        5        2        5        7        8        4        
Pavarde8825         Vardas8825          5        9        8        7        1        1        7        3        
Pavarde8826         Vardas8826          8        3        4        4        4        8        10       6        
Pavarde8827         Vardas8827          3        5        8        4        9        5        2        9        
Pavarde8828         Vardas8828          2        8        6        1        3        5        7        9        
Pavarde8829         Vardas8829          7        8        6        3        2        3        1        10       
Pavarde8830         Vardas8830          1        3        6        1        6        8        10       9        
Pavarde8831         Vardas8831          9        6        4        1        8        5        7        1        
Pavarde8832         Vardas8832          10       4        9        6        3        7        10       7        
Pavarde8833         Vardas8833          2        7        7        9        2        7        5        10       
Pavarde8834         Vardas8834          1        9        1        5        10       8        6        4        
Pavarde8835         Vardas8835          8        8        4        9        5        2        9        4        
Pavarde8836         Vardas8836          7        4        3        4        9        3        9        6        
Pavarde8837         Vardas8837          5        1        10       4        3        4        5        6        
Pavarde8838         Vardas8838          4        4        7        10       2        8        5        8        
Pavarde8839         Vardas8839          2        10       5        2        1        3        8        1        
Pavarde8840         Vardas8840          5        5        3        3        9        2        4        8        
Pavarde8841         Vardas8841          2        10       3        7        2        8        10       5        
Pavarde8842         Vardas8842          7        9        5        2        8        8        5        3        
Pavarde8843         Vardas8843          10       8        1        3        3        6        4        3        
Pavarde8844         Vardas8844          4        2        1        6        3        4        2        1        
Pavarde8845         Vardas8845          9        2        8        5        9        3        6        6        
Pavarde8846         Vardas8846          10       3        6        3        2        2        10       4        
Pavarde8847         Vardas8847          4        5        2        7        1        10       8        2        
Pavarde8848         Vardas8848          6        2        3        8        1        10       8        7        
Pavarde8849         Vardas8849          9        9        3        3        5        9        3        7        
Pavarde8850         Vardas8850          1        10       2        2        3        9        1        7        
Pavarde8851         Vardas8851          10       3        10       5        4        3        6        9        
Pavarde8852         Vardas8852          7        8        7        4        4        3        10       5        
Pavarde8853         Vardas8853          3        7        10       10       1        9        8        4        
Pavarde8854         Vardas8854          10       1        7        8        2        2        10       10       
Pavarde8855         Vardas8855          1        7        2        5        1        10       1        3        
Pavarde8856         Vardas8856          3        5        7        10       2        10       2        10       
Pavarde8857         Vardas8857          6        10       7        1        3        9        8        2        
Pavarde8858         Vardas8858          3        9        7        8        5        6        5        6        
Pavarde8859         Vardas8859          10       1        8        9        6        2        8        7        
Pavarde8860         Vardas8860          7        7        4        7        8        6        6        2        
Pavarde8861         Vardas8861          10       1        5        2        9        9        6        4        
Pavarde8862         Vardas8862          9        10       10       7        1        2        9        9        
Pavarde8863         Vardas8863          3        7        4        8        2        1        8        7        
Pavarde8864         Vardas8864          9        2        10       7        1        6        10       9        
Pavarde8865         Vardas8865          7        2        7        7        3        7        9        6        
Pavarde8866         Vardas8866          9        4        8        3        7        4        4        4        
Pavarde8867         Vardas8867          1        5        10       1        6        3        1        1        
Pavarde8868         Vardas8868          1        2        2        8        4        7        10       10       
Pavarde8869         Vardas8869          8        4        2        8        10       3        9        1        
Pavarde8870         Vardas8870          4        9        8        6        1        10       9        8        
Pavarde8871         Vardas8871          9        7        9        8        7        1        9        2        
Pavarde8872         Vardas8872          5        3        6        7        1        4        1        6        
Pavarde8873         Vardas8873          4        9        4        9        9        8        4        9        
Pavarde8874         Vardas8874          6        10       4        8        10       5        9        4        
Pavarde8875         Vardas8875          4        10       5        2        5        2        6        1        
Pavarde8876         Vardas8876          5        8        5        9        8        3        6        8        
Pavarde8877         Vardas8877          6        6        5        3        2        6        2        1        
Pavarde8878         Vardas8878          4        10       3        8        7        9        9        7        
Pavarde8879         Vardas8879          6        5        3        10       6        10       2        3        
Pavarde8880         Vardas8880          6        7        6        2        1        2        6        8        
Pavarde8881         Vardas8881          2        2        9        8        5        10       10       9        
Pavarde8882         Vardas8882          4        4        5        3        1        3        3        9        
Pavarde8883         Vardas8883          4        3        8        10       5        8        10       9        
Pavarde8884         Vardas8884          6        6        2        10       3        7        2        7        
Pavarde8885         Vardas8885          5        2        7        5        4        8        2        6        
Pavarde8886         Vardas8886          5        1        1        4        1        10       9        3        
Pavarde8887         Vardas8887          1        1        4        7        9        2        7        9        
Pavarde8888         Vardas8888          10       7        7        5        3        10       6        2        
Pavarde8889         Vardas8889          1        6        7        10       6        6        9        3        
Pavarde8890         Vardas8890          2        8        8        2        4        9        5        8        
Pavarde8891         Vardas8891          4        8        4        4        8        8        5        2        
Pavarde8892         Vardas8892          1        5        5        3        4        3        6        8        
Pavarde8893         Vardas8893          4        9        5        1        5        3        1        8        
Pavarde8894         Vardas8894          6        9        9        2        1        10       4        6        
Pavarde8895         Vardas8895          9        9        3        2        8        9        7        7        
Pavarde8896         Vardas8896          9        9        4        4        2        6        9        10       
Pavarde8897         Vardas8897          8        9        10       9        7        7        8        6        
Pavarde8898         Vardas8898          9        3        7        7        10       3        1        4        
Pavarde8899         Vardas8899          4        4        5        9        1        1        1        10       
Pavarde8900         Vardas8900          4        3        5        8        2        4        1        8        
Pavarde8901         Vardas8901          8        2        5        1        8        6        1        7        
Pavarde8902         Vardas8902          3        8        8        6        10       4        9        7        
Pavarde8903         Vardas8903          7        6        5        9        3        4        9        3        
Pavarde8904         Vardas8904          6        1        5        9        3        9        8        8        
Pavarde8905         Vardas8905          4        6        5        6        5        1        6        4        
Pavarde8906         Vardas8906          6        7        4        2        9        8        5        10       
Pavarde8907         Vardas8907          1        9        2        9        8        6        3        6        
Pavarde8908         Vardas8908          2        2        4        2        8        1        1        2        
Pavarde8909         Vardas8909          2        4        7        8        10       6        2        2        
Pavarde8910         Vardas8910          1        5        5        4        8        2        6        3        
Pavarde8911         Vardas8911          6        7        2        7        2        9        9        2        
Pavarde8912         Vardas8912          7        1        6        1        3        8        2        1        
Pavarde8913         Vardas8913          5        9        5        4        6        2        10       2        
Pavarde8914         Vardas8914          1        8        5        4        2        4        3        7        
Pavarde8915         Vardas8915          7        2        5        1        9        1        1        6        
Pavarde8916         Vardas8916          6        5        2        3        5        3        9        2        
Pavarde8917         Vardas8917          6        8        9        8        8        4        6        1        
Pavarde8918         Vardas8918          1        4        7        8        1        3        2        9        
Pavarde8919         Vardas8919          3        7        7        7        8        10       10       6        
Pavarde8920         Vardas8920          10       9        8        5        9        4        5        6        
Pavarde8921         Vardas8921          8        5        9        6        1        6        7        10       
Pavarde8922         Vardas8922          2        3        7        9        1        3        5        6        
Pavarde8923         Vardas8923          7        7        5        4        9        1        7        1        
Pavarde8924         Vardas8924          4        8        10       2        1        6        6        7        
Pavarde8925         Vardas8925          4        10       7        10       5        4        7        1        
Pavarde8926         Vardas8926          2        2        3        1        4        6        6        9        
Pavarde8927         Vardas8927          9        2        10       2        5        8        3        6        
Pavarde8928         Vardas8928          6        8        9        3        10       3        7        4        
Pavarde8929         Vardas8929          10       2        4        10       10       5        8        9        
Pavarde8930         Vardas8930          4        4        9        1        2        7        6        4        
Pavarde8931         Vardas8931          4        3        10       7        6        1        3        6        
Pavarde8932         Vardas8932          5        5        7        1        4        3        3        9        
Pavarde8933         Vardas8933          3        3        6        6        2        5        4        8        
Pavarde8934         Vardas8934          9        3        4        3        6        3        4        10       
Pavarde8935         Vardas8935          9        10       9        1        9        7        3        8        
Pavarde8936         Vardas8936          6        9        2        9        5        5        8        5        
Pavarde8937         Vardas8937          2        5        10       10       5        1        7        5        
Pavarde8938         Vardas8938          3        2        7        10       8        9        6        3        
Pavarde8939         Vardas8939          7        2        4        4        9        8        4        1        
Pavarde8940         Vardas8940          10       3        6        9        2        2        4        1        
Pavarde8941         Vardas8941          7        6        2        3        6        2        1        1        
Pavarde8942         Vardas8942          5        7        5        6        4        9        7        1        
Pavarde8943         Vardas8943          9        5        3        4        7        5        8        5        
Pavarde8944         Vardas8944          4        2        9        6        5        2        3        3        
Pavarde8945         Vardas8945          9        3        1        7        8        1        9        8        
Pavarde8946         Vardas8946          8        10       2        6        5        8        10       6        
Pavarde8947         Vardas8947          2        2        2        7        9        4        3        2        
Pavarde8948         Vardas8948          2        6        6        5        3        6        4        1        
Pavarde8949         Vardas8949          2        8        4        2        5        10       4        5        
Pavarde8950         Vardas8950          10       2        8        3        10       8        6        3        
Pavarde8951         Vardas8951          4        10       2        1        2        7        9        4        
Pavarde8952         Vardas8952          8        8        10       10       7        1        8        9        
Pavarde8953         Vardas8953          9        10       5        5        4        9        3        6        
Pavarde8954         Vardas8954          2        6        6        9        9        1        5        10       
Pavarde8955         Vardas8955          8        9        2        1        10       3        2        6        
Pavarde8956         Vardas8956          6        9        5        5        10       4        7        9        
Pavarde8957         Vardas8957          3        1        10       9        9        8        3        10       
Pavarde8958         Vardas8958          10       9        5        1        8        6        8        1        
Pavarde8959         Vardas8959          7        2        8        5        2        2        2        5        
Pavarde8960         Vardas8960          9        9        9        9        10       8        6        9        
Pavarde8961         Vardas8961          1        1        3        7        9        3        9        7        
Pavarde8962         Vardas8962          7        9        9        8        9        9        4        7        
Pavarde8963         Vardas8963          7        3        9        9        7        7        7        5        
Pavarde8964         Vardas8964          3        1        8        10       6        9        3        9        
Pavarde8965         Vardas8965          3        8        10       10       8        2        10       7        
Pavarde8966         Vardas8966          9        9        5        6        5        2        9        8        
Pavarde8967         Vardas8967          7        3        1        3        8        5        4        8        
Pavarde8968         Vardas8968          4        5        6        9        7        5        7        4        
Pavarde8969         Vardas8969          4        1        10       9        4        8        4        4        
Pavarde8970         Vardas8970          10       3        3        8        2        6        10       9        
Pavarde8971         Vardas8971          10       5        4        8        4        7        6        4        
Pavarde8972         Vardas8972          10       1        3        5        6        2        6        6        
Pavarde8973         Vardas8973          6        5        1        8        6        6        6        9        
Pavarde8974         Vardas8974          8        5        5        8        1        9        9        9        
Pavarde8975         Vardas8975          9        6        2        8        5        6        4        4        
Pavarde8976         Vardas8976          9        8        8        1        2        4        10       4        
Pavarde8977         Vardas8977          2        9        4        4        10       9        8        3        
Pavarde8978         Vardas8978          7        5        3        6        1        10       8        8        
Pavarde8979         Vardas8979          7        7        5        8        2        2        5        5        
Pavarde8980         Vardas8980          3        8        7        5        8        10       1        7        
Pavarde8981         Vardas8981          6        9        4        6        1        7        10       4        
Pavarde8982         Vardas8982          6        10       7        5        3        6        8        4        
Pavarde8983         Vardas8983          6        2        1        6        2        6        9        7        
Pavarde8984         Vardas8984          6        2        6        3        8        8        8        5        
Pavarde8985         Vardas8985          4        9        2        10       10       8        10       8        
Pavarde8986         Vardas8986          4        10       1        1        10       8        6        10       
Pavarde8987         Vardas8987          6        10       10       2        3        8        1        8        
Pavarde8988         Vardas8988          10       6        10       6        6        4        6        7        
Pavarde8989         Vardas8989          9        10       9        1        4        10       5        9        
Pavarde8990         Vardas8990          5        6        4        6        2        7        2        9        
Pavarde8991         Vardas8991          2        1        9        1        10       3        10       3        
Pavarde8992         Vardas8992          8        1        2        4        6        2        6        4        
Pavarde8993         Vardas8993          5        5        4        5        1        10       5        1        
Pavarde8994         Vardas8994          2        2        4        3        4        5        8        3        
Pavarde8995         Vardas8995          1        5        1        8        7        4        7        2        
Pavarde8996         Vardas8996          5        10       6        8        6        2        4        4        
Pavarde8997         Vardas8997          8        9        4        3        8        6        10       3        
Pavarde8998         Vardas8998          8        5        4        8        9        8        8        9        
Pavarde8999         Vardas8999          9        7        10       10       3        3        3        10       
Pavarde9000         Vardas9000          9        6        9        9        5        1        1        8        
Pavarde9001         Vardas9001          9        7        9        6        3        6        6        6        
Pavarde9002         Vardas9002          9        3        2        6        3        9        10       1        
Pavarde9003         Vardas9003          10       10       8        4        7        5        6        5        
Pavarde9004         Vardas9004          1        4        8        9        7        3        8        8        
Pavarde9005         Vardas9005          2        2        6        9        3        3        9        10       
Pavarde9006         Vardas9006          10       2        10       1        2        9        7        3        
Pavarde9007         Vardas9007          2        8        9        9        7        9        3        8        
Pavarde9008         Vardas9008          1        3        5        5        7        10       9        4        
Pavarde9009         Vardas9009          7        3        1        1        7        10       5        10       
Pavarde9010         Vardas9010          10       10       4        4        1        1        3        8        
Pavarde9011         Vardas9011          6        2        2        4        5        2        7        1        
Pavarde9012         Vardas9012          7        4        8        2        1        3        5        1        
Pavarde9013         Vardas9013          2        8        3        9        1        9        8        4        
Pavarde9014         Vardas9014          6        6        2        9        7        10       7        6        
Pavarde9015         Vardas9015          8        4        2        8        5        7        9        2        
Pavarde9016         Vardas9016          10       2        3        6        1        3        6        4        
Pavarde9017         Vardas9017          2        9        5        4        1        9        8        2        
Pavarde9018         Vardas9018          1        1        7        8        2        3        2        1        
Pavarde9019         Vardas9019          10       10       2        3        7        8        10       10       
Pavarde9020         Vardas9020          10       1        10       4        7        7        2        2        
Pavarde9021         Vardas9021          4        9        1        2        2        7        10       1        
Pavarde9022         Vardas9022          9        1        8        4        3        1        9        8        
Pavarde9023         Vardas9023          4        8        8        9        1        9        6        5        
Pavarde9024         Vardas9024          8        4        8        6        3        7        6        5        
Pavarde9025         Vardas9025          4        7        5        1        10       2        5        10       
Pavarde9026         Vardas9026          2        7        4        6        6        3        1        5        
Pavarde9027         Vardas9027          8        3        2        8        10       1        9        10       
Pavarde9028         Vardas9028          8        10       7        3        9        3        1        3        
